tra_type,nst07,unit,geo\time	2022 	2021 	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 
TOTAL,GT12,MIO_TKM,HU	586 	762 	553 	912 	819 	739 	796 	780 	839 	669 	622 	777 	720 	718 	1251 
TOTAL,GT12,MIO_TKM,IE	121 	99 	113 	173 	174 	173 	153 	96 	54 	93 	77 	79 	93 	28 	: 
TOTAL,GT12,MIO_TKM,IT	2650 	2350 	1771 	2565 	2555 	2445 	1153 	785 	1110 	1047 	1317 	1797 	2468 	1777 	2110 
TOTAL,GT12,MIO_TKM,LT	3361 	4011 	3672 	4037 	3279 	2538 	2111 	1683 	1821 	1685 	1483 	1720 	1438 	1297 	2093 
TOTAL,GT12,MIO_TKM,LU	118 	130 	93 	122 	138 	117 	124 	118 	190 	199 	178 	128 	214 	145 	233 
TOTAL,GT12,MIO_TKM,LV	146 	205 	128 	224 	209 	292 	163 	180 	172 	225 	261 	365 	358 	159 	515 
TOTAL,GT12,MIO_TKM,ME	: 	0 	: 	1 	0 	2 	1 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,GT12,MIO_TKM,MK	: 	: 	17 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,GT12,MIO_TKM,NL	1052 	1285 	1148 	1299 	1424 	1785 	1883 	1953 	1856 	1930 	1674 	1973 	2265 	1423 	1954 
TOTAL,GT12,MIO_TKM,NO	579 	388 	327 	411 	344 	421 	455 	232 	263 	275 	277 	213 	182 	216 	226 
TOTAL,GT12,MIO_TKM,PL	15254 	15938 	17140 	18956 	16812 	16828 	14501 	11401 	11059 	10927 	10534 	10630 	9191 	8746 	8518 
TOTAL,GT12,MIO_TKM,PT	2084 	1777 	1379 	2367 	2570 	2663 	2880 	2347 	1980 	2114 	2417 	2088 	2455 	1955 	2190 
TOTAL,GT12,MIO_TKM,RO	5434 	5201 	4616 	4901 	4262 	3285 	2526 	2012 	2276 	2108 	1376 	1572 	1703 	1354 	2091 
TOTAL,GT12,MIO_TKM,SE	565 	1121 	861 	1134 	897 	875 	841 	860 	877 	797 	735 	833 	459 	499 	1056 
TOTAL,GT12,MIO_TKM,SI	1778 	1828 	2008 	2366 	2220 	1585 	1536 	1517 	1434 	1302 	1408 	1613 	1692 	1455 	1386 
TOTAL,GT12,MIO_TKM,SK	2222 	2391 	3325 	3471 	2941 	3678 	3271 	2691 	2366 	1897 	1635 	1291 	1366 	1011 	1084 
TOTAL,GT12,MIO_TKM,UK	: 	: 	: 	4343 	5181 	4852 	5537 	4396 	3922 	2798 	4547 	4108 	4415 	4005 	5023 
TOTAL,GT12,THS_T,AT	1641 	2158 	1972 	4533 	3827 	3803 	3557 	3268 	3233 	3178 	3333 	3464 	2918 	2736 	3549 
TOTAL,GT12,THS_T,BE	4309 	6216 	2243 	3332 	3633 	6678 	5321 	3757 	752 	625 	1719 	1058 	1080 	1205 	1852 
TOTAL,GT12,THS_T,BG	2030 	2615 	2520 	1340 	2059 	2669 	2936 	2172 	1660 	2091 	1399 	1211 	1120 	1189 	874 
TOTAL,GT12,THS_T,CH	1118 	463 	592 	808 	477 	406 	521 	886 	402 	646 	450 	866 	514 	568 	874 
TOTAL,GT12,THS_T,CY	212 	131 	281 	73 	148 	67 	115 	107 	80 	99 	121 	242 	276 	351 	329 
TOTAL,GT12,THS_T,CZ	17494 	18393 	15051 	22092 	21528 	22607 	16289 	18024 	15067 	13925 	12436 	12469 	10757 	7003 	9034 
TOTAL,GT12,THS_T,DE	75119 	75675 	72375 	96390 	95510 	94915 	94051 	84684 	84398 	79574 	75180 	72920 	66088 	68737 	82214 
TOTAL,GT12,THS_T,DK	1475 	1721 	1167 	1499 	1216 	1285 	1410 	1649 	1418 	1949 	1714 	1854 	1400 	1396 	1792 
TOTAL,GT12,THS_T,EE	59 	128 	114 	148 	161 	278 	271 	86 	135 	259 	146 	217 	397 	378 	349 
TOTAL,GT12,THS_T,EL	1701 	1608 	1250 	1259 	1976 	1625 	995 	3898 	5408 	630 	738 	1749 	1896 	2887 	2149 
TOTAL,GT12,THS_T,ES	34153 	38057 	37830 	41290 	44354 	37769 	34554 	30652 	31289 	25301 	25195 	24584 	24795 	24213 	30576 
TOTAL,GT12,THS_T,EU27_2020	245066 	271407 	251266 	301038 	297249 	288542 	262724 	234381 	227694 	211769 	200640 	210928 	194464 	196165 	235029 
TOTAL,GT12,THS_T,FI	2990 	2501 	3509 	2808 	3016 	1863 	2236 	2242 	2312 	2809 	1910 	2011 	1133 	1371 	2366 
TOTAL,GT12,THS_T,FR	18076 	21010 	19520 	24672 	23176 	24665 	22021 	22175 	22482 	24381 	20533 	29638 	24794 	25266 	32114 
TOTAL,GT12,THS_T,HR	912 	908 	986 	889 	888 	758 	571 	441 	419 	426 	365 	454 	469 	387 	503 
TOTAL,GT12,THS_T,HU	2203 	2490 	1616 	2887 	2481 	2159 	1975 	2113 	2223 	1775 	1476 	1816 	2495 	2347 	3079 
TOTAL,GT12,THS_T,IE	762 	645 	620 	1241 	1130 	1103 	997 	658 	372 	556 	422 	415 	417 	271 	: 
TOTAL,GT12,THS_T,IT	16563 	14681 	12596 	15874 	15116 	12631 	7161 	5929 	5201 	4962 	7310 	9220 	13139 	11127 	8600 
TOTAL,GT12,THS_T,LT	4718 	5338 	5132 	5681 	4555 	3311 	2730 	2190 	1846 	1574 	1412 	1484 	1249 	1207 	1851 
TOTAL,GT12,THS_T,LU	563 	688 	595 	557 	603 	524 	731 	570 	727 	577 	475 	551 	596 	457 	751 
TOTAL,GT12,THS_T,LV	284 	445 	173 	515 	317 	436 	265 	329 	272 	278 	364 	389 	358 	179 	455 
TOTAL,GT12,THS_T,ME	: 	0 	: 	8 	1 	6 	3 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,GT12,THS_T,MK	: 	: 	64 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,GT12,THS_T,NL	6653 	9078 	7727 	8088 	9269 	8600 	9983 	8514 	8554 	9434 	8800 	10506 	9920 	11620 	15474 
TOTAL,GT12,THS_T,NO	5904 	1742 	2703 	1489 	1643 	2365 	2712 	1352 	1682 	1208 	1412 	1661 	1538 	952 	750 
TOTAL,GT12,THS_T,PL	27762 	35814 	36863 	35601 	31719 	33603 	32072 	21551 	21432 	22733 	21394 	20632 	16825 	19182 	18394 
TOTAL,GT12,THS_T,PT	2494 	2395 	1705 	2479 	3045 	2824 	3072 	2452 	2260 	2703 	2496 	2911 	3195 	3378 	4539 
TOTAL,GT12,THS_T,RO	9183 	7773 	6795 	7045 	5548 	4516 	3302 	2775 	3032 	2679 	2461 	1823 	2072 	2612 	4060 
TOTAL,GT12,THS_T,SE	4534 	11255 	7692 	8831 	11465 	7250 	6316 	5140 	3615 	3130 	2804 	2946 	1794 	2011 	5649 
TOTAL,GT12,THS_T,SI	2488 	2829 	3229 	3631 	3310 	2349 	2152 	2265 	2410 	1720 	1733 	1979 	2044 	1601 	2160 
TOTAL,GT12,THS_T,SK	6690 	6855 	7704 	8283 	7198 	10252 	7640 	6742 	7098 	4400 	4704 	4383 	3235 	3053 	2315 
TOTAL,GT12,THS_T,UK	: 	: 	: 	29344 	35344 	32758 	37738 	28917 	25704 	22015 	30611 	29356 	29262 	27498 	34022 
TOTAL,GT13,MIO_TKM,AT	911 	762 	518 	1434 	1373 	1197 	1292 	1177 	1318 	1502 	1402 	1688 	1821 	1904 	2010 
TOTAL,GT13,MIO_TKM,BE	1154 	2247 	1625 	2404 	1688 	1798 	1141 	852 	768 	634 	697 	788 	1247 	948 	1258 
TOTAL,GT13,MIO_TKM,BG	488 	848 	750 	396 	698 	998 	968 	683 	810 	814 	908 	469 	760 	482 	447 
TOTAL,GT13,MIO_TKM,CH	92 	115 	93 	113 	160 	131 	188 	168 	195 	133 	225 	239 	258 	251 	271 
TOTAL,GT13,MIO_TKM,CY	13 	13 	7 	18 	7 	5 	3 	3 	1 	2 	1 	4 	3 	2 	5 
TOTAL,GT13,MIO_TKM,CZ	842 	823 	547 	314 	453 	526 	684 	799 	813 	750 	842 	888 	786 	769 	634 
TOTAL,GT13,MIO_TKM,DE	2873 	3159 	3019 	3084 	2932 	2957 	3094 	3416 	3293 	3231 	3525 	3633 	3757 	3230 	3794 
TOTAL,GT13,MIO_TKM,DK	171 	242 	252 	225 	248 	231 	209 	190 	212 	245 	192 	180 	160 	318 	418 
TOTAL,GT13,MIO_TKM,EE	84 	102 	36 	74 	106 	157 	102 	116 	90 	104 	87 	123 	123 	123 	151 
TOTAL,GT13,MIO_TKM,EL	122 	110 	153 	91 	82 	142 	99 	64 	89 	61 	135 	137 	353 	316 	347 
TOTAL,GT13,MIO_TKM,ES	2807 	3077 	2040 	3167 	2565 	2429 	2122 	2145 	1905 	2028 	1939 	2381 	2566 	2683 	2419 
TOTAL,GT13,MIO_TKM,EU27_2020	39506 	42117 	39148 	34497 	34728 	35646 	34070 	29530 	28191 	27282 	25732 	27416 	29227 	28063 	39383 
TOTAL,GT13,MIO_TKM,FI	63 	96 	55 	104 	128 	79 	109 	77 	89 	82 	71 	140 	219 	211 	112 
TOTAL,GT13,MIO_TKM,FR	1840 	1860 	1677 	1473 	1589 	1339 	1619 	1376 	1497 	1626 	1819 	2041 	2139 	2282 	4267 
TOTAL,GT13,MIO_TKM,HR	159 	148 	111 	149 	196 	187 	176 	206 	191 	188 	172 	184 	203 	200 	278 
TOTAL,GT13,MIO_TKM,HU	220 	292 	245 	233 	355 	374 	512 	264 	207 	159 	237 	142 	392 	434 	453 
TOTAL,GT13,MIO_TKM,IE	155 	204 	178 	224 	202 	170 	202 	111 	145 	133 	114 	162 	117 	210 	1121 
TOTAL,GT13,MIO_TKM,IT	1351 	1533 	1340 	1760 	1889 	1366 	1521 	1131 	1273 	1795 	2161 	2161 	2632 	2572 	3036 
TOTAL,GT13,MIO_TKM,LT	2503 	3161 	3180 	3012 	1906 	1729 	1833 	958 	1179 	995 	1006 	866 	735 	559 	638 
TOTAL,GT13,MIO_TKM,LU	7 	13 	12 	14 	21 	16 	18 	26 	38 	23 	19 	48 	85 	61 	53 
TOTAL,GT13,MIO_TKM,LV	122 	181 	172 	210 	309 	311 	374 	418 	581 	341 	294 	258 	419 	270 	311 
TOTAL,GT13,MIO_TKM,ME	: 	1 	1 	1 	1 	0 	1 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,GT13,MIO_TKM,MK	: 	: 	16 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,GT13,MIO_TKM,NL	449 	478 	365 	471 	459 	350 	495 	544 	399 	398 	410 	564 	464 	382 	516 
TOTAL,GT13,MIO_TKM,NO	72 	37 	31 	63 	40 	68 	67 	65 	67 	76 	65 	100 	122 	69 	70 
TOTAL,GT13,MIO_TKM,PL	14682 	14570 	15503 	8657 	9764 	12044 	10614 	8696 	7896 	8075 	6385 	6728 	5828 	4877 	4503 
TOTAL,GT13,MIO_TKM,PT	1238 	1171 	676 	686 	1177 	1041 	917 	738 	881 	926 	480 	507 	514 	2021 	3407 
TOTAL,GT13,MIO_TKM,RO	1138 	1023 	657 	791 	987 	789 	1047 	959 	992 	853 	795 	812 	917 	1201 	7517 
TOTAL,GT13,MIO_TKM,SE	234 	319 	306 	330 	285 	333 	263 	344 	216 	189 	255 	300 	273 	302 	358 
TOTAL,GT13,MIO_TKM,SI	4769 	4690 	4455 	3970 	3843 	3732 	3164 	3017 	2233 	1678 	1342 	1890 	2155 	1303 	834 
TOTAL,GT13,MIO_TKM,SK	1111 	995 	1268 	1207 	1466 	1349 	1490 	1222 	1075 	449 	444 	322 	560 	404 	497 
TOTAL,GT13,MIO_TKM,UK	: 	: 	: 	1696 	2598 	2569 	2219 	2007 	2133 	1556 	2353 	2378 	3262 	3629 	4458 
TOTAL,GT13,THS_T,AT	4599 	3611 	2703 	12114 	11673 	10308 	10456 	9698 	9795 	10854 	9713 	10687 	10815 	9785 	10224 
TOTAL,GT13,THS_T,BE	7602 	11711 	9537 	14524 	11934 	11592 	8733 	6268 	4297 	3506 	4256 	4279 	8130 	6859 	9807 
TOTAL,GT13,THS_T,BG	937 	1695 	1227 	800 	1172 	1422 	1154 	965 	986 	749 	1199 	640 	904 	615 	532 
TOTAL,GT13,THS_T,CH	1109 	1028 	1279 	1213 	2190 	1603 	2161 	2637 	2371 	1846 	2130 	2091 	2531 	2281 	1925 
TOTAL,GT13,THS_T,CY	247 	345 	175 	362 	171 	77 	75 	71 	27 	37 	21 	54 	81 	38 	104 
TOTAL,GT13,THS_T,CZ	2180 	2724 	1626 	2360 	1540 	1442 	1649 	2681 	1971 	1667 	2135 	1855 	2213 	1853 	1576 
TOTAL,GT13,THS_T,DE	13378 	13448 	13171 	13103 	12361 	12954 	13468 	13232 	13170 	12909 	13740 	14875 	13532 	19112 	21540 
TOTAL,GT13,THS_T,DK	1232 	1628 	1303 	1335 	1068 	1337 	1150 	1026 	1278 	1443 	1165 	1065 	1143 	1774 	2072 
TOTAL,GT13,THS_T,EE	173 	160 	105 	199 	270 	244 	209 	173 	192 	217 	202 	195 	216 	223 	361 
TOTAL,GT13,THS_T,EL	949 	600 	318 	864 	353 	593 	366 	301 	286 	249 	425 	595 	1700 	940 	1242 
TOTAL,GT13,THS_T,ES	9147 	9883 	7024 	9298 	7854 	9330 	6046 	5797 	5307 	5271 	4913 	5872 	7048 	7922 	7468 
TOTAL,GT13,THS_T,EU27_2020	116818 	122102 	113035 	115508 	111189 	110904 	102832 	93164 	86036 	83377 	80697 	89356 	92409 	97562 	126519 
TOTAL,GT13,THS_T,FI	375 	488 	218 	948 	516 	300 	569 	411 	422 	364 	397 	525 	980 	575 	844 
TOTAL,GT13,THS_T,FR	9484 	10653 	9364 	7676 	8708 	7084 	8780 	7807 	7687 	8425 	10846 	11067 	9835 	10519 	19783 
TOTAL,GT13,THS_T,HR	433 	320 	257 	454 	448 	400 	347 	460 	345 	503 	404 	449 	477 	498 	699 
TOTAL,GT13,THS_T,HU	728 	984 	698 	755 	917 	822 	1053 	480 	346 	306 	447 	361 	845 	799 	785 
TOTAL,GT13,THS_T,IE	1180 	1518 	1456 	1710 	1769 	1401 	1400 	943 	1271 	1188 	928 	1285 	944 	2012 	8761 
TOTAL,GT13,THS_T,IT	6003 	6716 	6402 	9890 	8182 	5709 	5144 	5874 	5375 	7582 	7242 	7635 	8072 	10471 	12076 
TOTAL,GT13,THS_T,LT	3579 	4857 	4705 	4125 	2547 	2090 	2111 	1259 	1500 	978 	1121 	870 	800 	632 	662 
TOTAL,GT13,THS_T,LU	41 	109 	64 	63 	70 	80 	88 	106 	144 	82 	59 	160 	254 	168 	160 
TOTAL,GT13,THS_T,LV	253 	424 	333 	515 	503 	650 	640 	909 	709 	480 	393 	399 	376 	396 	343 
TOTAL,GT13,THS_T,ME	: 	2 	4 	7 	10 	1 	3 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,GT13,THS_T,MK	: 	: 	18 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,GT13,THS_T,NL	2885 	3073 	2900 	3565 	3205 	2443 	3772 	3336 	2433 	2304 	3304 	3275 	3116 	2269 	2493 
TOTAL,GT13,THS_T,NO	326 	278 	181 	494 	168 	210 	507 	235 	289 	387 	454 	638 	495 	526 	223 
TOTAL,GT13,THS_T,PL	32536 	29975 	33240 	16455 	19849 	25378 	21798 	19623 	17795 	15973 	11266 	14431 	12388 	9371 	8914 
TOTAL,GT13,THS_T,PT	2763 	2272 	2082 	1811 	2816 	2124 	1963 	1623 	2298 	1892 	1009 	1646 	1460 	4432 	6728 
TOTAL,GT13,THS_T,RO	1828 	1598 	1201 	1343 	1528 	1282 	1618 	1204 	1165 	1127 	1013 	938 	981 	1747 	5091 
TOTAL,GT13,THS_T,SE	1280 	2181 	1772 	1599 	1503 	1270 	1620 	1608 	1394 	1195 	1354 	2221 	1796 	1867 	1949 
TOTAL,GT13,THS_T,SI	9978 	8560 	8725 	7079 	6983 	6788 	5206 	4807 	3787 	3223 	2390 	3223 	3263 	1733 	1197 
TOTAL,GT13,THS_T,SK	3028 	2569 	2428 	2562 	3248 	3784 	3419 	2501 	2056 	852 	757 	755 	1041 	954 	1109 
TOTAL,GT13,THS_T,UK	: 	: 	: 	11090 	14592 	16376 	15314 	16016 	16686 	11197 	14732 	15611 	22370 	26735 	30050 
TOTAL,GT14,MIO_TKM,AT	1070 	1069 	807 	677 	715 	789 	754 	693 	664 	652 	816 	1014 	1004 	1106 	1268 
TOTAL,GT14,MIO_TKM,BE	1022 	2119 	2391 	1893 	1927 	1804 	2256 	1472 	605 	687 	623 	558 	645 	390 	397 
TOTAL,GT14,MIO_TKM,BG	330 	620 	589 	253 	374 	352 	391 	502 	376 	277 	271 	321 	359 	282 	226 
TOTAL,GT14,MIO_TKM,CH	854 	1071 	1238 	951 	960 	764 	907 	899 	915 	896 	1020 	847 	1003 	913 	1024 
TOTAL,GT14,MIO_TKM,CY	53 	41 	40 	36 	35 	38 	17 	17 	16 	13 	26 	26 	28 	25 	14 
TOTAL,GT14,MIO_TKM,CZ	2022 	1623 	1450 	1932 	1577 	1372 	1307 	1272 	833 	780 	794 	814 	884 	728 	944 
TOTAL,GT14,MIO_TKM,DE	17141 	17924 	18133 	18177 	17841 	17782 	17505 	17951 	17818 	16802 	17148 	18134 	16624 	18892 	21088 
TOTAL,GT14,MIO_TKM,DK	803 	758 	736 	723 	621 	690 	651 	726 	849 	628 	725 	631 	631 	654 	726 
TOTAL,GT14,MIO_TKM,EE	99 	116 	71 	74 	62 	75 	55 	76 	48 	65 	39 	45 	31 	33 	23 
TOTAL,GT14,MIO_TKM,EL	569 	594 	512 	569 	502 	702 	947 	451 	933 	790 	676 	700 	1050 	1078 	657 
TOTAL,GT14,MIO_TKM,ES	10855 	11561 	9282 	10226 	9992 	9366 	8696 	8086 	8023 	7992 	7901 	8402 	8233 	7035 	8539 
TOTAL,GT14,MIO_TKM,EU27_2020	68605 	72141 	66700 	68324 	65633 	63695 	60703 	57009 	57532 	54569 	52779 	55856 	56871 	56433 	54455 
TOTAL,GT14,MIO_TKM,FI	971 	926 	706 	647 	716 	792 	888 	499 	676 	801 	666 	611 	892 	983 	1002 
TOTAL,GT14,MIO_TKM,FR	5980 	6287 	5866 	5842 	6067 	6359 	5707 	5200 	5515 	5384 	5383 	5750 	5658 	5582 	3793 
TOTAL,GT14,MIO_TKM,HR	400 	352 	281 	379 	259 	283 	297 	185 	236 	191 	204 	222 	278 	218 	239 
TOTAL,GT14,MIO_TKM,HU	483 	481 	432 	480 	489 	545 	575 	897 	999 	810 	812 	871 	767 	648 	618 
TOTAL,GT14,MIO_TKM,IE	390 	437 	364 	409 	317 	349 	345 	269 	260 	217 	239 	267 	190 	199 	207 
TOTAL,GT14,MIO_TKM,IT	11259 	10901 	10333 	10683 	9027 	7661 	7217 	7195 	7865 	6249 	6233 	7299 	9865 	9095 	7389 
TOTAL,GT14,MIO_TKM,LT	293 	292 	331 	319 	269 	285 	172 	241 	242 	231 	223 	230 	281 	230 	188 
TOTAL,GT14,MIO_TKM,LU	57 	65 	62 	64 	53 	63 	25 	44 	77 	72 	57 	64 	60 	19 	42 
TOTAL,GT14,MIO_TKM,LV	156 	163 	129 	151 	154 	174 	115 	126 	213 	89 	114 	73 	75 	55 	65 
TOTAL,GT14,MIO_TKM,ME	: 	2 	1 	1 	1 	1 	0 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,GT14,MIO_TKM,MK	: 	: 	8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,GT14,MIO_TKM,NL	2344 	2968 	2527 	2831 	2777 	2771 	3051 	2827 	3136 	3606 	2357 	2621 	2465 	1751 	1963 
TOTAL,GT14,MIO_TKM,NO	1781 	1780 	1955 	1414 	1437 	1705 	1842 	1743 	1681 	1969 	1634 	1255 	1341 	1377 	1370 
TOTAL,GT14,MIO_TKM,PL	9631 	9445 	8971 	8752 	8423 	8443 	6683 	5505 	5346 	5911 	5079 	4508 	4173 	4429 	1811 
TOTAL,GT14,MIO_TKM,PT	419 	503 	310 	534 	407 	545 	457 	399 	451 	477 	494 	737 	688 	819 	922 
TOTAL,GT14,MIO_TKM,RO	285 	337 	234 	374 	336 	341 	406 	331 	319 	414 	287 	381 	224 	414 	294 
TOTAL,GT14,MIO_TKM,SE	1362 	1903 	1573 	1565 	2088 	1468 	1720 	1536 	1474 	1086 	1184 	1263 	1374 	1237 	1462 
TOTAL,GT14,MIO_TKM,SI	313 	280 	333 	283 	206 	322 	140 	196 	195 	110 	151 	159 	172 	226 	183 
TOTAL,GT14,MIO_TKM,SK	300 	377 	236 	454 	395 	324 	326 	313 	362 	237 	281 	155 	221 	305 	396 
TOTAL,GT14,MIO_TKM,UK	: 	: 	: 	13673 	11281 	10342 	12396 	10342 	8768 	8296 	8385 	9143 	5442 	4968 	6436 
TOTAL,GT14,THS_T,AT	31375 	31930 	22576 	14029 	14624 	15966 	12872 	12208 	11876 	11040 	10415 	14051 	13364 	13293 	13135 
TOTAL,GT14,THS_T,BE	10563 	17995 	16338 	15987 	15519 	15356 	15903 	12004 	6358 	5932 	5975 	5010 	6008 	4342 	4366 
TOTAL,GT14,THS_T,BG	9642 	7349 	8841 	6696 	11376 	11304 	12774 	12755 	8122 	11835 	11151 	11693 	11535 	9913 	9145 
TOTAL,GT14,THS_T,CH	30672 	36909 	40431 	33289 	33983 	27718 	31631 	31621 	33827 	28832 	35212 	34586 	29251 	29129 	30898 
TOTAL,GT14,THS_T,CY	2562 	2223 	2234 	1674 	1733 	1613 	800 	776 	819 	725 	1405 	1427 	1839 	1593 	891 
TOTAL,GT14,THS_T,CZ	30771 	29940 	29480 	37343 	35485 	28551 	25727 	22647 	17924 	18586 	20257 	17247 	25566 	27182 	31528 
TOTAL,GT14,THS_T,DE	245974 	262461 	264899 	279574 	271166 	267500 	256091 	264664 	263051 	251342 	245998 	261753 	240599 	493874 	566860 
TOTAL,GT14,THS_T,DK	19225 	16933 	19384 	14927 	14316 	14764 	15677 	16596 	17303 	14519 	14999 	12336 	11486 	11697 	17450 
TOTAL,GT14,THS_T,EE	903 	1059 	464 	616 	559 	782 	788 	490 	698 	304 	360 	432 	672 	560 	535 
TOTAL,GT14,THS_T,EL	36493 	24535 	32494 	40409 	34870 	46000 	94827 	67125 	112190 	132733 	99089 	71908 	72679 	78791 	36018 
TOTAL,GT14,THS_T,ES	96703 	100807 	86734 	94849 	87843 	86533 	78901 	82871 	79330 	69704 	78698 	89161 	93839 	100602 	117560 
TOTAL,GT14,THS_T,EU27_2020	876012 	901750 	868590 	907536 	875470 	900337 	910591 	911257 	953340 	928540 	922104 	910653 	931141 	1177716 	1105261 
TOTAL,GT14,THS_T,FI	6664 	6080 	5826 	6044 	5853 	7899 	8636 	7463 	9968 	8060 	10228 	9956 	18820 	17610 	15310 
TOTAL,GT14,THS_T,FR	65826 	69942 	66863 	62469 	60546 	76165 	75937 	85920 	83738 	88017 	88769 	83678 	78600 	76943 	50976 
TOTAL,GT14,THS_T,HR	2943 	3235 	2680 	3175 	3196 	3253 	3105 	3085 	3594 	3255 	3697 	3114 	5696 	5388 	6207 
TOTAL,GT14,THS_T,HU	9258 	7967 	6948 	6538 	7201 	6749 	10878 	18782 	19526 	14732 	14766 	17024 	14892 	14073 	16013 
TOTAL,GT14,THS_T,IE	5108 	5470 	5465 	5804 	4077 	5085 	4940 	4190 	4178 	3192 	3363 	3849 	3472 	3252 	4210 
TOTAL,GT14,THS_T,IT	111293 	110342 	101057 	114892 	108202 	105404 	98886 	101220 	110165 	97237 	101095 	110226 	122030 	120370 	96394 
TOTAL,GT14,THS_T,LT	1508 	2162 	2101 	2077 	2124 	1967 	1474 	1745 	1895 	1379 	1181 	1010 	1235 	1308 	1143 
TOTAL,GT14,THS_T,LU	627 	723 	750 	993 	728 	788 	363 	728 	1034 	1147 	958 	1441 	1178 	430 	642 
TOTAL,GT14,THS_T,LV	3020 	2512 	3062 	2732 	2381 	2261 	2664 	2154 	2120 	2631 	2469 	2143 	2500 	1409 	2353 
TOTAL,GT14,THS_T,ME	: 	15 	17 	10 	27 	13 	0 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,GT14,THS_T,MK	: 	: 	110 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,GT14,THS_T,NL	32236 	38055 	34827 	40452 	40059 	42317 	44352 	43941 	44204 	46647 	39706 	40591 	47804 	23466 	23517 
TOTAL,GT14,THS_T,NO	17294 	16940 	16625 	14529 	12481 	12227 	15730 	17571 	16357 	21530 	14918 	15293 	15074 	19144 	17245 
TOTAL,GT14,THS_T,PL	112394 	106177 	115144 	105480 	105153 	112994 	100570 	108908 	116462 	108821 	130130 	114113 	114422 	120904 	36244 
TOTAL,GT14,THS_T,PT	6482 	6763 	5334 	9042 	6733 	10012 	6868 	6353 	6223 	7764 	8967 	8104 	9754 	12870 	11556 
TOTAL,GT14,THS_T,RO	6064 	5887 	5589 	5321 	5755 	4999 	6215 	5267 	6161 	7242 	5532 	5741 	4088 	9229 	6398 
TOTAL,GT14,THS_T,SE	18423 	31358 	21364 	28708 	28078 	21968 	24199 	22485 	18636 	14717 	14613 	16178 	18087 	15277 	20560 
TOTAL,GT14,THS_T,SI	5357 	2953 	3637 	3438 	2489 	3872 	2100 	2483 	3616 	2460 	2091 	4291 	4285 	3502 	4065 
TOTAL,GT14,THS_T,SK	4601 	6892 	4500 	4267 	5404 	6236 	5044 	4394 	4150 	4520 	6191 	4175 	6694 	9836 	12184 
TOTAL,GT14,THS_T,UK	: 	: 	: 	182077 	157966 	152586 	172901 	164212 	156219 	139737 	155898 	172090 	131546 	132190 	176381 
TOTAL,GT15,MIO_TKM,AT	310 	343 	217 	90 	176 	105 	85 	107 	78 	105 	105 	90 	81 	74 	87 
TOTAL,GT15,MIO_TKM,BE	723 	320 	164 	172 	159 	144 	101 	203 	3 	4 	1 	2 	3 	6 	1 
TOTAL,GT15,MIO_TKM,BG	183 	304 	169 	230 	386 	447 	245 	190 	161 	388 	252 	209 	31 	97 	92 
TOTAL,GT15,MIO_TKM,CH	138 	196 	113 	257 	104 	109 	117 	122 	147 	129 	81 	123 	97 	206 	128 
TOTAL,GT15,MIO_TKM,CY	1 	0 	0 	: 	1 	0 	0 	0 	0 	0 	1 	0 	0 	: 	11 
TOTAL,GT15,MIO_TKM,CZ	1680 	2041 	1872 	1095 	1082 	1078 	894 	764 	740 	921 	854 	790 	721 	601 	508 
TOTAL,GT15,MIO_TKM,DE	13186 	13225 	11927 	10546 	10761 	10073 	9157 	8680 	7691 	7348 	6812 	7050 	6026 	: 	: 
TOTAL,GT15,MIO_TKM,DK	194 	228 	141 	220 	173 	173 	284 	257 	239 	150 	227 	257 	289 	359 	130 
TOTAL,GT15,MIO_TKM,EE	235 	259 	146 	202 	189 	298 	155 	74 	59 	38 	72 	16 	59 	14 	22 
TOTAL,GT15,MIO_TKM,EL	111 	151 	232 	558 	204 	140 	192 	145 	59 	152 	304 	168 	78 	94 	72 
TOTAL,GT15,MIO_TKM,ES	23277 	23296 	16750 	16532 	15466 	14482 	14460 	13431 	11832 	12100 	11629 	12974 	12604 	11596 	16235 
TOTAL,GT15,MIO_TKM,EU27_2020	65700 	62722 	51742 	51554 	46681 	41916 	38344 	34980 	31982 	33475 	31099 	31252 	30392 	23610 	21624 
TOTAL,GT15,MIO_TKM,FI	568 	293 	485 	341 	502 	577 	466 	254 	191 	486 	357 	467 	258 	417 	385 
