unit,nst07,geo\time	2022 	2021 	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 
THS_T,GT20,ES	566 	423 	542 	4 	228 	0 	0 	0 	0 	0 	6 	7 	12 	0 	0 
THS_T,GT20,EU27_2020	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_T,GT20,FI	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
THS_T,GT20,FR	4827 	3672 	3863 	4049 	623 	749 	334 	400 	241 	751 	1820 	33 	26 	1876 	1012 
THS_T,GT20,HR	29 	9 	60 	0 	257 	728 	0 	0 	0 	0 	0 	0 	0 	0 	0 
THS_T,GT20,HU	8042 	6719 	9363 	5524 	7386 	3043 	8279 	8318 	9295 	6918 	4467 	4877 	6178 	5157 	10263 
THS_T,GT20,IE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
THS_T,GT20,IT	105 	115 	141 	44 	: c	53 	435 	623 	534 	: c	0 	0 	: c	0 	: c
THS_T,GT20,LT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
THS_T,GT20,LU	11 	2 	14 	24 	4 	2 	5 	: 	: 	224 	80 	: 	: 	: 	: 
THS_T,GT20,LV	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
THS_T,GT20,ME	: 	: 	7 	9 	16 	72 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_T,GT20,MK	2 	6 	47 	18 	18 	23 	24 	36 	34 	32 	23 	25 	17 	4 	: 
THS_T,GT20,NL	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: c	: c	0 	0 
THS_T,GT20,NO	2 	92 	48 	40 	40 	46 	46 	12 	5 	25 	40 	41 	0 	0 	0 
THS_T,GT20,PL	733 	622 	42 	123 	2728 	2036 	2052 	2450 	1667 	2690 	1969 	1283 	1399 	10489 	10200 
THS_T,GT20,PT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	3 	0 
THS_T,GT20,RO	5579 	5261 	5724 	6795 	3133 	1424 	844 	383 	179 	146 	417 	0 	5 	1 	107 
THS_T,GT20,SE	: c	165 	44 	38 	4 	0 	0 	0 	18 	25 	18 	22 	10 	0 	0 
THS_T,GT20,SI	1138 	1193 	1208 	1100 	1197 	1240 	596 	412 	483 	422 	126 	40 	34 	29 	43 
THS_T,GT20,SK	15106 	15711 	11831 	12410 	13833 	9234 	8963 	7557 	7457 	7458 	3478 	2361 	3636 	1473 	1609 
THS_T,GT20,TR	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	4601 	5584 
THS_T,GT20,UK	: 	: 	: 	16673 	17999 	115 	92 	2 	14908 	10478 	10102 	10000 	12340 	13286 	12658 
THS_T,TOTAL,AT	103870 	105255 	97512 	102575 	105271 	107579 	102835 	96509 	95956 	90624 	83110 	89773 	89729 	78871 	: c
THS_T,TOTAL,BE	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: 	47248 	52381 	41180 	60842 
THS_T,TOTAL,BG	18905 	17818 	16102 	13561 	14136 	10974 	10508 	12964 	10963 	11329 	11819 	13678 	12627 	12924 	19233 
THS_T,TOTAL,CH	56513 	58431 	56214 	60000 	60781 	59097 	61148 	60832 	60345 	59505 	55607 	61114 	60418 	56640 	63336 
THS_T,TOTAL,CZ	90797 	99550 	90902 	98804 	99307 	96516 	98034 	97280 	91556 	83957 	82968 	87096 	82900 	76715 	95073 
THS_T,TOTAL,DE	358858 	357564 	320143 	340558 	341925 	334607 	350105 	367314 	365003 	373738 	366140 	374737 	355715 	312087 	371298 
THS_T,TOTAL,DK	7759 	6936 	8615 	8512 	9097 	9314 	9383 	8652 	8082 	7942 	8868 	9259 	8101 	6116 	7137 
THS_T,TOTAL,EE	17713 	23306 	15801 	21341 	27813 	27256 	25364 	28026 	36289 	43682 	44725 	48378 	46705 	45954 	52752 
THS_T,TOTAL,EL	1142 	1425 	1277 	1313 	1358 	1328 	1094 	1404 	2143 	1980 	2272 	2702 	3982 	3377 	4253 
THS_T,TOTAL,ES	24895 	24716 	20682 	24775 	26406 	26678 	24313 	26698 	27217 	22384 	19544 	18843 	16648 	16563 	22013 
THS_T,TOTAL,EU27_2020	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_T,TOTAL,FI	31229 	40180 	36589 	36907 	39430 	38406 	36147 	33392 	37008 	36433 	35267 	34827 	35795 	32860 	41937 
THS_T,TOTAL,FR	89590 	94613 	83143 	91997 	89457 	98573 	96702 	102743 	90826 	92712 	87539 	91789 	85045 	86126 	108536 
THS_T,TOTAL,HR	16257 	15176 	14992 	14449 	11879 	11482 	8523 	9939 	10390 	10661 	11088 	11794 	12203 	11651 	14851 
THS_T,TOTAL,HU	51696 	51031 	51892 	52270 	52471 	52682 	50047 	50333 	50593 	49085 	38124 	40516 	40587 	36675 	48047 
THS_T,TOTAL,IE	419 	415 	449 	346 	516 	546 	581 	540 	578 	589 	567 	611 	568 	631 	717 
THS_T,TOTAL,IT	: c	100976 	88699 	: c	: c	: c	: c	: c	: c	: c	75392 	78932 	: c	62269 	: c
THS_T,TOTAL,LT	30977 	51080 	53430 	55209 	56776 	52638 	47651 	48053 	49000 	48028 	49377 	52330 	48061 	42669 	54970 
THS_T,TOTAL,LU	3464 	3713 	3627 	4405 	4585 	4406 	4470 	: 	: 	5098 	5442 	: 	: 	: 	: 
THS_T,TOTAL,LV	21305 	21772 	24056 	41490 	49260 	43785 	47819 	55645 	57039 	55831 	60601 	59385 	49164 	53679 	56061 
THS_T,TOTAL,ME	: 	: 	1154 	1131 	966 	1603 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_T,TOTAL,MK	1418 	1963 	1765 	1839 	1679 	1558 	1358 	1566 	2377 	2283 	2539 	2770 	3097 	2929 	: 
THS_T,TOTAL,NL	44469 	42621 	40017 	42654 	41558 	41190 	42615 	41721 	39367 	38927 	37627 	: c	: c	33594 	40569 
THS_T,TOTAL,NO	33496 	37550 	36822 	34563 	34981 	34974 	33260 	31585 	33393 	31429 	30273 	28305 	23281 	20805 	23011 
THS_T,TOTAL,PL	235190 	233130 	214213 	229628 	242040 	233980 	200628 	195822 	202535 	207364 	209867 	224895 	173289 	176149 	217432 
THS_T,TOTAL,PT	8366 	9057 	8426 	9365 	10221 	10453 	10259 	11108 	10276 	9291 	9701 	9975 	10094 	8947 	10426 
THS_T,TOTAL,RO	53883 	56808 	49184 	58495 	55002 	56076 	47875 	49700 	49273 	47337 	50433 	57247 	49441 	46910 	63212 
THS_T,TOTAL,SE	: c	72458 	69805 	68220 	69123 	69350 	67479 	64999 	68035 	67047 	65789 	67907 	68329 	56466 	65632 
THS_T,TOTAL,SI	17232 	16693 	16501 	18450 	18355 	18597 	16927 	16469 	16906 	16054 	14798 	16268 	15600 	13097 	17271 
THS_T,TOTAL,SK	46712 	49944 	41572 	46413 	49642 	47760 	47548 	45478 	46680 	46340 	40371 	41963 	43197 	36671 	46621 
THS_T,TOTAL,TR	38670 	38155 	34374 	33285 	28484 	28287 	24546 	24286 	26763 	25053 	24887 	24753 	21124 	21270 	22870 
THS_T,TOTAL,UK	: 	: 	: 	71053 	75399 	76393 	78549 	96821 	108531 	117769 	115225 	100364 	89241 	87666 	103180 
