unit,nst07,geo\time	2022 	2021 	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 
MIO_TKM,GT20,LT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MIO_TKM,GT20,LU	0 	0 	1 	1 	0 	0 	0 	: 	: 	3 	1 	: 	: 	: 	: 
MIO_TKM,GT20,LV	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MIO_TKM,GT20,ME	: 	: 	1 	1 	2 	8 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,GT20,MK	0 	0 	3 	1 	2 	2 	3 	6 	5 	5 	2 	4 	2 	1 	: 
MIO_TKM,GT20,NL	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: c	: c	0 	0 
MIO_TKM,GT20,NO	6 	11 	5 	4 	4 	3 	3 	1 	0 	2 	3 	6 	0 	0 	0 
MIO_TKM,GT20,PL	242 	266 	16 	13 	871 	632 	664 	811 	558 	473 	565 	505 	510 	174 	144 
MIO_TKM,GT20,PT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MIO_TKM,GT20,RO	399 	164 	276 	293 	589 	526 	382 	153 	80 	67 	147 	0 	3 	1 	55 
MIO_TKM,GT20,SE	: c	70 	18 	13 	0 	0 	0 	0 	1 	2 	2 	3 	1 	0 	0 
MIO_TKM,GT20,SI	272 	260 	282 	260 	286 	319 	181 	132 	159 	125 	28 	2 	0 	0 	1 
MIO_TKM,GT20,SK	1677 	1600 	1223 	1667 	1768 	1293 	1112 	1218 	1343 	1316 	503 	471 	289 	134 	227 
MIO_TKM,GT20,TR	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	2212 	2708 
MIO_TKM,GT20,UK	: 	: 	: 	4552 	4459 	20 	16 	0 	5921 	4057 	4752 	5075 	5200 	5499 	6939 
MIO_TKM,TOTAL,AT	22167 	21980 	20498 	21736 	21996 	22256 	21361 	19736 	19522 	18012 	17269 	18288 	17886 	15355 	: c
MIO_TKM,TOTAL,BE	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: 	6697 	7282 	5947 	8469 
MIO_TKM,TOTAL,BG	5229 	4657 	4499 	3491 	3540 	3130 	2903 	3267 	2572 	2591 	2727 	3168 	2982 	3073 	4671 
MIO_TKM,TOTAL,CH	11049 	11245 	10414 	10977 	11138 	10745 	11650 	11685 	11667 	11015 	10290 	11009 	10750 	9495 	11483 
MIO_TKM,TOTAL,CZ	16368 	16326 	15251 	16180 	16564 	15843 	15619 	15261 	14575 	13965 	14267 	14316 	13770 	12791 	15437 
MIO_TKM,TOTAL,DE	124553 	123067 	108406 	113114 	110668 	106062 	110373 	116632 	112629 	112613 	110065 	113317 	107317 	95834 	115652 
MIO_TKM,TOTAL,DK	2211 	1986 	2450 	2525 	2594 	2653 	2616 	2603 	2453 	2448 	2538 	2613 	2237 	1697 	1863 
MIO_TKM,TOTAL,EE	1286 	2124 	1729 	2155 	2588 	2325 	2340 	3117 	3256 	4722 	5129 	6271 	6638 	5947 	5943 
MIO_TKM,TOTAL,EL	458 	579 	555 	491 	408 	358 	254 	294 	311 	237 	283 	352 	614 	552 	786 
MIO_TKM,TOTAL,ES	10566 	10299 	8563 	10285 	10365 	10121 	9808 	10223 	10068 	8706 	8139 	8140 	7765 	6973 	9737 
MIO_TKM,TOTAL,EU27_2007	: 	: 	: 	: c	: c	: c	: c	: c	: c	: c	: 	: 	: 	: 	: 
MIO_TKM,TOTAL,EU27_2020	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: 	: 	: 	: 	: 
MIO_TKM,TOTAL,EU28	: 	: 	: 	: c	: c	: c	: c	: c	: c	: c	: 	: 	: 	: 	: 
MIO_TKM,TOTAL,FI	8844 	10750 	9914 	10088 	11030 	10319 	9445 	8468 	9597 	9470 	9275 	9395 	9750 	8872 	10777 
MIO_TKM,TOTAL,FR	35282 	35751 	31559 	33671 	34061 	35655 	34761 	36328 	32596 	32230 	32539 	34202 	29965 	32129 	40436 
MIO_TKM,TOTAL,HR	3529 	3172 	3279 	2911 	2555 	2509 	1871 	2184 	2119 	2086 	2332 	2438 	2618 	2641 	3312 
MIO_TKM,TOTAL,HU	11351 	11347 	11595 	10625 	10584 	13356 	10528 	10010 	10158 	9722 	7205 	7526 	7635 	6699 	8897 
MIO_TKM,TOTAL,IE	81 	70 	74 	72 	89 	100 	101 	96 	100 	99 	91 	105 	92 	79 	103 
MIO_TKM,TOTAL,IT	: c	23398 	20348 	: c	: c	: c	: c	: c	: c	: c	16849 	17279 	: c	16232 	: c
MIO_TKM,TOTAL,LT	7375 	14566 	15865 	16181 	16885 	15414 	13790 	14036 	14307 	13344 	14172 	15088 	13431 	11888 	14748 
MIO_TKM,TOTAL,LU	167 	176 	162 	191 	223 	213 	200 	: 	: 	218 	231 	: 	: 	: 	: 
MIO_TKM,TOTAL,LV	7410 	7367 	7979 	15019 	17859 	15014 	15873 	18906 	19441 	19532 	21867 	21410 	17179 	18725 	19581 
MIO_TKM,TOTAL,ME	: 	: 	130 	130 	113 	169 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOTAL,MK	286 	381 	342 	350 	307 	277 	222 	278 	411 	421 	423 	479 	525 	497 	: 
MIO_TKM,TOTAL,NL	7176 	7188 	6665 	7080 	7023 	6467 	6641 	6545 	6169 	6078 	6142 	: c	: c	5578 	6984 
MIO_TKM,TOTAL,NO	4246 	4305 	4110 	3903 	3970 	4040 	3312 	3498 	3539 	3383 	3489 	3574 	3051 	3128 	3329 
MIO_TKM,TOTAL,PL	59031 	53608 	50365 	53840 	58011 	53554 	47342 	46753 	47439 	48544 	46672 	51095 	46355 	40840 	48715 
MIO_TKM,TOTAL,PT	2190 	1881 	2302 	2478 	2765 	2751 	2774 	2688 	2434 	2290 	2421 	2322 	2313 	2174 	2549 
MIO_TKM,TOTAL,RO	13085 	13564 	12235 	13285 	13020 	13782 	12285 	11761 	12085 	12567 	12662 	13924 	11587 	9832 	14152 
MIO_TKM,TOTAL,SE	: c	23449 	22094 	22222 	22794 	21838 	21406 	20699 	21296 	20970 	22043 	22864 	23464 	20389 	22924 
MIO_TKM,TOTAL,SI	4084 	4062 	3989 	4414 	4390 	4447 	3963 	3854 	3847 	3534 	3227 	3584 	3283 	2668 	3520 
MIO_TKM,TOTAL,SK	7838 	8190 	6908 	8134 	8373 	8477 	8370 	8309 	8544 	8335 	7468 	7912 	8054 	6931 	9139 
MIO_TKM,TOTAL,TR	16081 	14621 	15345 	14707 	12637 	12676 	11424 	10178 	11601 	10750 	11223 	11303 	10282 	10163 	10552 
MIO_TKM,TOTAL,UK	: 	: 	: 	16884 	17206 	17167 	17053 	19342 	22143 	22401 	21444 	20974 	18576 	19171 	21077 
THS_T,GT01,AT	7713 	7282 	6598 	7210 	8077 	8269 	8017 	6976 	8430 	8594 	8710 	9405 	9488 	8904 	: c
THS_T,GT01,BE	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: 	937 	1039 	817 	1281 
THS_T,GT01,BG	128 	192 	189 	224 	152 	203 	131 	134 	249 	456 	290 	513 	213 	359 	561 
THS_T,GT01,CH	1005 	868 	970 	1088 	1138 	1511 	1959 	1964 	2453 	2269 	2403 	2836 	2487 	2600 	2907 
THS_T,GT01,CZ	6147 	5976 	6702 	5626 	6268 	5654 	5245 	4350 	4457 	4753 	4249 	3871 	3582 	3331 	2955 
THS_T,GT01,DE	10620 	10403 	7577 	5889 	3297 	3531 	3482 	4092 	3764 	3831 	4112 	5519 	7649 	8427 	9658 
THS_T,GT01,DK	26 	38 	36 	42 	36 	50 	68 	68 	48 	70 	129 	133 	68 	40 	173 
THS_T,GT01,EE	215 	87 	76 	113 	165 	103 	118 	106 	168 	201 	170 	174 	163 	127 	646 
THS_T,GT01,EL	0 	3 	9 	15 	47 	100 	62 	76 	225 	41 	147 	82 	320 	322 	192 
THS_T,GT01,ES	1996 	1607 	1752 	1609 	1594 	1916 	2109 	2001 	1902 	1812 	1729 	1566 	1477 	1308 	895 
THS_T,GT01,EU27_2020	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_T,GT01,FI	12052 	13092 	12064 	12291 	12706 	12192 	12022 	11120 	11975 	11814 	10854 	10741 	11737 	10430 	14509 
THS_T,GT01,FR	7960 	7693 	8650 	7105 	6736 	7410 	7762 	8600 	9640 	11121 	10619 	13086 	9025 	10756 	10452 
THS_T,GT01,HR	3749 	3670 	3633 	3147 	2091 	2062 	1005 	947 	1081 	1236 	1338 	1574 	1923 	1772 	1606 
THS_T,GT01,HU	6049 	6098 	6694 	5578 	5737 	6018 	4893 	5016 	5643 	5594 	3411 	3849 	3083 	2866 	1648 
THS_T,GT01,IE	50 	49 	37 	49 	45 	52 	58 	63 	59 	49 	39 	69 	55 	53 	90 
THS_T,GT01,IT	7609 	6134 	4687 	4715 	5045 	3607 	2998 	2574 	2871 	2190 	1302 	1992 	2341 	2024 	: c
THS_T,GT01,LT	3698 	3671 	4523 	4081 	3717 	3515 	3085 	3528 	3875 	3269 	3217 	2017 	1972 	2480 	3338 
THS_T,GT01,LU	0 	0 	0 	0 	0 	0 	0 	: 	: 	0 	0 	: 	: 	: 	: 
THS_T,GT01,LV	2821 	2854 	2696 	2543 	3579 	2227 	2235 	2462 	2091 	1374 	2882 	1612 	1552 	1751 	1786 
THS_T,GT01,ME	: 	: 	13 	22 	22 	17 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_T,GT01,MK	0 	0 	1 	1 	1 	1 	2 	2 	2 	2 	1 	2 	2 	115 	: 
THS_T,GT01,NL	612 	497 	268 	54 	52 	111 	236 	351 	270 	209 	294 	: c	: c	864 	272 
THS_T,GT01,NO	2348 	3132 	2416 	2869 	1078 	583 	209 	214 	66 	406 	1271 	1443 	308 	413 	915 
THS_T,GT01,PL	6505 	2802 	2859 	2849 	3652 	3975 	3666 	3874 	4279 	4144 	4470 	4714 	4469 	3475 	4050 
THS_T,GT01,PT	781 	1027 	956 	963 	899 	1067 	1070 	1093 	983 	1031 	957 	966 	340 	339 	1133 
THS_T,GT01,RO	8576 	8748 	6270 	6974 	5581 	4318 	2798 	3255 	3255 	2657 	1695 	1432 	906 	492 	752 
THS_T,GT01,SE	: c	10564 	10611 	9015 	8273 	8703 	8917 	8859 	8649 	8736 	8478 	8181 	8169 	7703 	7711 
THS_T,GT01,SI	1067 	810 	1063 	968 	706 	1210 	1545 	1533 	1563 	1165 	1067 	1376 	1416 	1179 	1057 
THS_T,GT01,SK	3260 	2640 	2733 	3013 	2881 	2755 	2835 	3537 	2853 	2263 	1808 	2189 	2157 	1728 	1507 
THS_T,GT01,TR	155 	230 	294 	312 	183 	103 	60 	91 	145 	143 	153 	188 	31 	70 	158 
THS_T,GT01,UK	: 	: 	: 	3524 	3417 	3753 	3802 	4116 	0 	0 	0 	0 	0 	0 	0 
THS_T,GT02,AT	2181 	2119 	2734 	3333 	3161 	3276 	3284 	3255 	3265 	3333 	2793 	2725 	2683 	3078 	: c
THS_T,GT02,BE	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: 	1376 	1526 	1200 	2352 
THS_T,GT02,BG	1144 	1239 	358 	2499 	2708 	471 	1314 	2998 	3674 	3311 	0 	4 	1 	37 	10 
THS_T,GT02,CH	14 	26 	20 	145 	31 	40 	62 	83 	70 	102 	108 	139 	183 	210 	217 
THS_T,GT02,CZ	18719 	18047 	17231 	22870 	24183 	27834 	29561 	30118 	32016 	31228 	33877 	36297 	34822 	33568 	37210 
THS_T,GT02,DE	25610 	22067 	22149 	26839 	30304 	32478 	38961 	40317 	41273 	43568 	40956 	34716 	32604 	28161 	34923 
THS_T,GT02,DK	0 	0 	0 	0 	0 	1 	0 	: 	0 	0 	0 	0 	0 	15 	0 
THS_T,GT02,EE	7403 	4504 	3684 	7642 	14221 	15660 	13739 	13277 	18081 	19895 	19922 	21876 	20946 	15554 	16603 
THS_T,GT02,EL	7 	10 	5 	1 	18 	1 	1 	32 	93 	110 	229 	93 	8 	70 	168 
THS_T,GT02,ES	1 	436 	39 	1627 	3372 	3784 	2831 	5763 	3408 	2314 	3098 	2100 	604 	1520 	17 
THS_T,GT02,EU27_2020	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_T,GT02,FI	489 	1444 	629 	1249 	1050 	250 	617 	507 	472 	277 	60 	63 	461 	735 	944 
THS_T,GT02,FR	225 	344 	417 	668 	1665 	1890 	1606 	1700 	1598 	1909 	1610 	1817 	2787 	2563 	3792 
THS_T,GT02,HR	2337 	2129 	1677 	1855 	1828 	1825 	1640 	1585 	1874 	1179 	1284 	1450 	1297 	945 	1808 
THS_T,GT02,HU	4509 	4813 	5172 	6159 	7080 	6920 	7366 	7244 	6431 	6353 	5468 	5684 	6240 	5997 	74 
THS_T,GT02,IE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
THS_T,GT02,IT	966 	485 	485 	420 	531 	446 	321 	447 	: c	: c	18 	31 	: c	48 	: c
THS_T,GT02,LT	1676 	4187 	5213 	4902 	6881 	5471 	3201 	2759 	3075 	3622 	3140 	5036 	5713 	4644 	6064 
THS_T,GT02,LU	0 	0 	0 	0 	0 	0 	0 	: 	: 	0 	0 	: 	: 	: 	: 
THS_T,GT02,LV	4770 	2056 	4031 	17473 	22669 	17689 	15911 	19095 	20134 	21173 	22454 	20453 	14980 	18958 	18585 
THS_T,GT02,ME	: 	: 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_T,GT02,MK	12 	43 	33 	19 	35 	5 	38 	61 	175 	247 	295 	179 	198 	141 	: 
THS_T,GT02,NL	9583 	7451 	6998 	8297 	6052 	7237 	9532 	9047 	10196 	10708 	9979 	: c	: c	6457 	6975 
THS_T,GT02,NO	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
THS_T,GT02,PL	86416 	90162 	81103 	90551 	96932 	96281 	83576 	83567 	87731 	93513 	93293 	95609 	70643 	78997 	101425 
THS_T,GT02,PT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
THS_T,GT02,RO	11934 	11137 	8858 	10479 	15359 	18533 	16183 	17827 	17547 	17693 	23185 	27818 	22707 	22608 	28131 
THS_T,GT02,SE	: c	252 	215 	231 	300 	272 	219 	196 	280 	185 	279 	250 	279 	60 	245 
THS_T,GT02,SI	1442 	1195 	1261 	1685 	1882 	1804 	1581 	1422 	1316 	1435 	1434 	1550 	1132 	858 	1340 
THS_T,GT02,SK	3140 	3622 	2981 	4496 	4048 	3933 	3898 	3572 	4448 	4680 	5015 	5417 	4586 	5958 	6578 
THS_T,GT02,TR	3443 	3818 	3305 	2865 	2478 	2408 	2302 	2603 	3006 	3389 	3036 	2680 	1818 	2491 	2861 
THS_T,GT02,UK	: 	: 	: 	3509 	6797 	7858 	10829 	24953 	42151 	53454 	48393 	42312 	37359 	35921 	41688 
THS_T,GT03,AT	10280 	11452 	11310 	12369 	11660 	12057 	12650 	11957 	12297 	12005 	10409 	10668 	10969 	9207 	: c
THS_T,GT03,BE	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: 	2747 	3046 	2395 	5441 
THS_T,GT03,BG	2627 	2401 	2713 	2512 	2876 	2939 	2574 	2826 	1322 	1220 	1435 	1631 	1578 	2088 	3292 
THS_T,GT03,CH	3382 	3660 	3904 	4582 	5199 	4646 	5099 	4765 	4853 	5015 	4914 	5406 	5652 	6252 	5316 
THS_T,GT03,CZ	8540 	9813 	9163 	9455 	9890 	9490 	11474 	11899 	11235 	10441 	10098 	11157 	10767 	10723 	13832 
THS_T,GT03,DE	52701 	52373 	46207 	48412 	48034 	46864 	48867 	50257 	51462 	51659 	52603 	57787 	50134 	45207 	52690 
THS_T,GT03,DK	49 	52 	49 	37 	36 	48 	42 	41 	48 	52 	35 	54 	70 	56 	44 
THS_T,GT03,EE	2027 	513 	305 	945 	978 	808 	648 	809 	1235 	1723 	1753 	1531 	1011 	1166 	1844 
THS_T,GT03,EL	0 	: 	0 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
THS_T,GT03,ES	959 	938 	559 	569 	994 	2812 	2185 	883 	2745 	2536 	490 	655 	932 	1038 	4275 
THS_T,GT03,EU27_2020	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_T,GT03,FI	2096 	5345 	5594 	5426 	7235 	7399 	6732 	5470 	6700 	5701 	4802 	5394 	4672 	4020 	4146 
THS_T,GT03,FR	6728 	8356 	6958 	6078 	6644 	9027 	8117 	10100 	11427 	11044 	9204 	12718 	10262 	15019 	20967 
THS_T,GT03,HR	4391 	3631 	3943 	3695 	2060 	1930 	1532 	2296 	1772 	2115 	2175 	1858 	1452 	2080 	2522 
THS_T,GT03,HU	8326 	7126 	7815 	8680 	10473 	10251 	7403 	8036 	7807 	7580 	6353 	5994 	5514 	4359 	4341 
THS_T,GT03,IE	209 	252 	272 	139 	297 	291 	334 	299 	339 	364 	364 	373 	376 	460 	451 
THS_T,GT03,IT	3374 	3813 	3034 	3398 	3498 	3681 	3632 	3400 	3482 	2674 	3520 	3931 	3575 	2829 	: c
THS_T,GT03,LT	4571 	7322 	7686 	7539 	6751 	5581 	4614 	4443 	5841 	5814 	4458 	5335 	4387 	3658 	4561 
THS_T,GT03,LU	0 	0 	0 	0 	0 	0 	0 	: 	: 	0 	0 	: 	: 	: 	: 
THS_T,GT03,LV	2229 	1355 	1168 	1116 	1269 	993 	1295 	1092 	1135 	1447 	1549 	2403 	1914 	1122 	297 
THS_T,GT03,ME	: 	: 	876 	684 	491 	903 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_T,GT03,MK	57 	170 	61 	126 	120 	7 	0 	46 	573 	527 	575 	492 	600 	1325 	: 
THS_T,GT03,NL	4752 	5317 	4966 	6254 	5950 	6035 	5872 	6295 	5978 	5735 	5952 	: c	: c	4684 	7305 
THS_T,GT03,NO	24256 	28004 	27732 	25195 	25594 	25828 	25460 	23012 	24469 	22927 	22696 	20902 	18107 	15347 	16771 
THS_T,GT03,PL	57178 	55367 	53620 	60463 	66415 	60642 	48062 	51128 	53300 	51471 	53795 	66266 	41156 	34266 	38679 
THS_T,GT03,PT	1100 	869 	808 	917 	971 	822 	815 	1078 	1235 	1390 	1594 	1982 	2187 	2020 	2206 
THS_T,GT03,RO	2522 	2920 	2568 	3391 	2199 	1048 	911 	2207 	2504 	3057 	1491 	2101 	2171 	2544 	5110 
THS_T,GT03,SE	: c	31135 	29617 	27605 	27871 	31961 	30083 	27829 	31290 	30770 	29450 	29469 	30620 	22362 	28504 
THS_T,GT03,SI	3258 	3462 	2946 	3474 	3145 	3297 	3010 	3205 	3377 	2976 	2476 	2873 	2870 	2208 	3086 
THS_T,GT03,SK	12439 	14738 	11389 	12482 	14679 	15591 	15694 	15128 	15567 	15090 	14303 	14928 	14979 	12036 	15614 
THS_T,GT03,TR	15461 	15056 	14387 	13723 	9734 	10886 	8819 	9144 	11175 	9880 	10044 	9507 	6971 	4998 	4954 
THS_T,GT03,UK	: 	: 	: 	9612 	8908 	9967 	9273 	7343 	1110 	2726 	5908 	4570 	0 	3666 	7213 
THS_T,GT04,AT	1476 	1392 	1352 	1325 	1347 	1265 	1051 	1103 	1025 	1249 	1235 	1252 	1245 	1186 	: c
THS_T,GT04,BE	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: 	564 	625 	491 	881 
THS_T,GT04,BG	196 	337 	314 	264 	208 	264 	330 	297 	172 	122 	235 	199 	218 	199 	236 
THS_T,GT04,CH	3263 	3325 	3541 	2922 	3205 	2149 	2137 	2076 	2153 	2059 	2030 	2086 	2046 	2257 	2139 
THS_T,GT04,CZ	528 	523 	623 	628 	574 	543 	467 	402 	441 	399 	582 	601 	782 	652 	751 
THS_T,GT04,DE	1946 	2038 	2203 	2405 	2177 	2287 	2477 	1995 	2112 	2078 	2438 	2193 	2139 	2099 	2019 
THS_T,GT04,DK	67 	148 	185 	196 	185 	194 	64 	43 	53 	49 	28 	46 	96 	45 	59 
THS_T,GT04,EE	379 	335 	324 	196 	243 	336 	326 	124 	210 	228 	201 	222 	240 	281 	342 
THS_T,GT04,EL	0 	: 	0 	2 	11 	27 	39 	57 	88 	249 	118 	122 	172 	89 	158 
THS_T,GT04,ES	80 	54 	162 	233 	361 	370 	226 	163 	137 	133 	197 	215 	211 	222 	28 
THS_T,GT04,EU27_2020	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_T,GT04,FI	4 	20 	16 	35 	39 	27 	30 	28 	20 	22 	30 	34 	50 	59 	72 
THS_T,GT04,FR	5350 	4480 	4717 	4733 	5092 	5434 	3836 	4600 	4635 	4747 	5000 	5034 	3730 	4681 	6289 
THS_T,GT04,HR	312 	268 	376 	445 	512 	630 	508 	442 	559 	569 	649 	606 	503 	415 	521 
THS_T,GT04,HU	776 	501 	395 	632 	486 	400 	459 	465 	522 	540 	464 	556 	514 	474 	782 
THS_T,GT04,IE	161 	114 	140 	158 	174 	203 	189 	178 	180 	176 	164 	169 	137 	86 	67 
THS_T,GT04,IT	3426 	3117 	2906 	2784 	2427 	2470 	2440 	2218 	2329 	3702 	3757 	4073 	: c	1735 	: c
THS_T,GT04,LT	3019 	2862 	2620 	2767 	2642 	2431 	2510 	2208 	2499 	2575 	2329 	2280 	2438 	1997 	1878 
THS_T,GT04,LU	0 	0 	0 	0 	0 	0 	0 	: 	: 	0 	5 	: 	: 	: 	: 
THS_T,GT04,LV	2468 	2059 	2168 	2142 	1643 	1418 	1810 	1713 	1861 	1486 	1644 	1514 	1228 	1259 	1413 
THS_T,GT04,ME	: 	: 	1 	4 	21 	29 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_T,GT04,MK	10 	29 	39 	46 	89 	117 	117 	136 	181 	224 	198 	209 	230 	66 	: 
THS_T,GT04,NL	204 	254 	338 	88 	135 	78 	76 	308 	98 	188 	35 	: c	: c	88 	243 
THS_T,GT04,NO	1 	1 	3 	16 	124 	562 	356 	6 	7 	9 	7 	3 	0 	0 	0 
THS_T,GT04,PL	2143 	1500 	1628 	1731 	1394 	1915 	2119 	1812 	2038 	1538 	1362 	1048 	1109 	1096 	1049 
THS_T,GT04,PT	0 	0 	0 	0 	0 	8 	28 	51 	127 	120 	153 	220 	247 	156 	127 
THS_T,GT04,RO	384 	778 	817 	947 	838 	626 	399 	560 	486 	520 	499 	549 	418 	609 	948 
THS_T,GT04,SE	: c	1145 	1119 	997 	1071 	1007 	876 	846 	908 	834 	349 	377 	508 	494 	401 
THS_T,GT04,SI	380 	278 	298 	310 	311 	255 	223 	173 	267 	226 	198 	228 	176 	139 	267 
THS_T,GT04,SK	103 	88 	104 	129 	103 	217 	268 	187 	118 	161 	124 	192 	155 	213 	377 
THS_T,GT04,TR	576 	497 	541 	582 	593 	543 	423 	429 	465 	296 	301 	294 	84 	142 	118 
THS_T,GT04,UK	: 	: 	: 	269 	227 	215 	190 	214 	3833 	3834 	191 	2691 	2284 	3057 	2614 
THS_T,GT05,AT	6 	3 	3 	5 	2 	2 	3 	4 	6 	5 	4 	3 	3 	4 	: c
THS_T,GT05,BE	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: 	1 	1 	1 	0 
THS_T,GT05,BG	11 	116 	193 	16 	12 	13 	20 	17 	7 	7 	7 	5 	4 	6 	18 
THS_T,GT05,CH	16 	7 	10 	20 	14 	19 	15 	17 	20 	19 	19 	19 	22 	24 	26 
THS_T,GT05,CZ	2 	2 	3 	5 	3 	4 	5 	8 	5 	7 	7 	7 	6 	8 	436 
THS_T,GT05,DE	8 	4 	2 	3 	7 	0 	0 	23 	20 	16 	21 	23 	29 	15 	19 
THS_T,GT05,DK	2 	2 	1 	0 	0 	0 	0 	: 	0 	0 	0 	0 	0 	31 	0 
THS_T,GT05,EE	0 	1 	1 	1 	4 	6 	8 	8 	12 	9 	9 	5 	3 	6 	4 
THS_T,GT05,EL	0 	: 	0 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
THS_T,GT05,ES	311 	278 	0 	526 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	2 
THS_T,GT05,EU27_2020	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_T,GT05,FI	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	1 	1 
THS_T,GT05,FR	0 	0 	1 	0 	0 	0 	3 	10 	1 	0 	0 	0 	4 	6 	9 
THS_T,GT05,HR	8 	5 	38 	2 	0 	2 	2 	2 	2 	3 	2 	2 	1 	1 	1 
THS_T,GT05,HU	12 	8 	28 	11 	13 	30 	21 	23 	24 	8 	6 	7 	4 	6 	154 
THS_T,GT05,IE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
THS_T,GT05,IT	74 	105 	72 	85 	81 	110 	277 	465 	563 	: c	81 	580 	: c	17 	: c
THS_T,GT05,LT	19 	81 	45 	22 	25 	29 	20 	15 	18 	16 	15 	14 	8 	5 	46 
THS_T,GT05,LU	0 	0 	0 	0 	0 	0 	0 	: 	: 	0 	0 	: 	: 	: 	: 
THS_T,GT05,LV	24 	27 	52 	51 	43 	80 	84 	62 	120 	81 	68 	70 	86 	61 	147 
THS_T,GT05,ME	: 	: 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_T,GT05,MK	0 	0 	1 	2 	3 	3 	2 	3 	5 	4 	2 	1 	1 	4 	: 
THS_T,GT05,NL	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: c	: c	1 	2 
THS_T,GT05,NO	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
THS_T,GT05,PL	13 	24 	28 	14 	26 	16 	1 	2 	21 	42 	19 	3 	4 	6 	24 
THS_T,GT05,PT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
THS_T,GT05,RO	0 	0 	7 	0 	121 	1 	16 	8 	0 	4 	12 	4 	8 	5 	15 
THS_T,GT05,SE	: c	5 	1 	0 	0 	0 	0 	1 	1 	1 	0 	0 	1 	1 	1 
THS_T,GT05,SI	0 	0 	0 	719 	0 	2 	2 	2 	2 	3 	2 	2 	1 	1 	1 
THS_T,GT05,SK	0 	0 	0 	0 	0 	0 	1 	1 	1 	1 	1 	1 	1 	1 	1 
THS_T,GT05,TR	125 	177 	138 	49 	47 	53 	51 	79 	90 	76 	79 	35 	22 	0 	0 
THS_T,GT05,UK	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
THS_T,GT06,AT	5468 	5569 	4776 	4899 	5384 	5364 	5046 	4945 	4945 	5196 	5354 	5807 	6266 	6027 	: c
THS_T,GT06,BE	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: 	1098 	1218 	957 	850 
THS_T,GT06,BG	150 	211 	219 	152 	135 	127 	209 	249 	215 	270 	346 	318 	287 	243 	518 
THS_T,GT06,CH	900 	726 	731 	875 	975 	926 	1501 	1222 	1196 	750 	860 	1151 	1439 	1526 	1969 
THS_T,GT06,CZ	1986 	4230 	2085 	1581 	1192 	1281 	1036 	944 	1081 	1499 	1527 	1436 	1453 	1414 	1481 
THS_T,GT06,DE	10252 	10565 	7601 	7722 	8065 	7541 	7619 	9138 	9155 	9725 	10198 	10045 	9858 	9440 	11683 
